Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
FOLR2,Folate Receptor Beta,Protein Coding,P14207,47,GC11P072216,2.939533234,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOLR2
MIR579,MicroRNA 579,RNA Gene,,16,GC05M032431,2.938715935,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR579
SDE2,SDE2 Telomere Maintenance Homolog,Protein Coding,Q6IQ49,35,GC01M225982,2.936605453,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDE2
LAMTOR3,"Late Endosomal/Lysosomal Adaptor, MAPK And MTOR Activator 3",Protein Coding,Q9UHA4,44,GC04M099878,2.935842991,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMTOR3
HSD11B2,Hydroxysteroid 11-Beta Dehydrogenase 2,Protein Coding,P80365,49,GC16P067433,2.935103178,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD11B2
KCNQ5,Potassium Voltage-Gated Channel Subfamily Q Member 5,Protein Coding,Q9NR82,46,GC06P072621,2.933472633,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ5
BMP3,Bone Morphogenetic Protein 3,Protein Coding,P12645,47,GC04P081030,2.931764841,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP3
MIR320C1,MicroRNA 320c-1,RNA Gene,,17,GC18P021683,2.930171251,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320C1
SENP1,SUMO Specific Peptidase 1,Protein Coding,Q9P0U3,48,GC12M048042,2.930110455,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SENP1
MVD,Mevalonate Diphosphate Decarboxylase,Protein Coding,P53602,49,GC16M088651,2.929525852,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MVD
MYOF,Myoferlin,Protein Coding,Q9NZM1,48,GC10M093306,2.928478956,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOF
GTF2IRD1,GTF2I Repeat Domain Containing 1,Protein Coding,Q9UHL9,46,GC07P081232,2.928009987,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2IRD1
BHLHE41,Basic Helix-Loop-Helix Family Member E41,Protein Coding,Q9C0J9,44,GC12M026120,2.928009033,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE41
CDH23,Cadherin Related 23,Protein Coding,Q9H251,49,GC10P071396,2.927781582,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH23
MIR573,MicroRNA 573,RNA Gene,,17,GC04M024521,2.927033901,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR573
B3GAT1,"Beta-1,3-Glucuronyltransferase 1",Protein Coding,Q9P2W7,47,GC11M134378,2.926695824,https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GAT1
MLLT11,MLLT11 Transcription Factor 7 Cofactor,Protein Coding,Q13015,39,GC01P156830,2.924254894,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLLT11
GDF5,Growth Differentiation Factor 5,Protein Coding,P43026,50,GC20M035433,2.924241543,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF5
INF2,Inverted Formin 2,Protein Coding,Q27J81,45,GC14P112961,2.924181223,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INF2
PIP5K1A,Phosphatidylinositol-4-Phosphate 5-Kinase Type 1 Alpha,Protein Coding,Q99755,47,GC01P156837,2.923682928,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP5K1A
IL25,Interleukin 25,Protein Coding,Q9H293,42,GC14P040152,2.923637867,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL25
GTSE1,G2 And S-Phase Expressed 1,Protein Coding,Q9NYZ3,42,GC22P046296,2.923606634,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTSE1
NSF,"N-Ethylmaleimide Sensitive Factor, Vesicle Fusing ATPase",Protein Coding,P46459,49,GC17P046590,2.921181917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSF
FXN,Frataxin,Protein Coding,Q16595,51,GC09P069035,2.920837402,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FXN
MRPS9,Mitochondrial Ribosomal Protein S9,Protein Coding,P82933,43,GC02P105020,2.920114279,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS9
BNC2,Basonuclin Zinc Finger Protein 2,Protein Coding,Q6ZN30,43,GC09M016410,2.919864655,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNC2
CPSF3,Cleavage And Polyadenylation Specific Factor 3,Protein Coding,Q9UKF6,46,GC02P009423,2.919741631,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF3
FKBP1A,FKBP Prolyl Isomerase 1A,Protein Coding,P62942,52,GC20M001369,2.915168762,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP1A
MAGOHB,"Mago Homolog B, Exon Junction Complex Subunit",Protein Coding,Q96A72,40,GC12M025980,2.912163973,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGOHB
ANAPC11,Anaphase Promoting Complex Subunit 11,Protein Coding,Q9NYG5,44,GC17P081890,2.911428213,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC11
PLCB2,Phospholipase C Beta 2,Protein Coding,Q00722,50,GC15M040278,2.910868883,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCB2
CYP26A1,Cytochrome P450 Family 26 Subfamily A Member 1,Protein Coding,O43174,47,GC10P093073,2.910811424,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP26A1
ESD,Esterase D,Protein Coding,P10768,48,GC13M046771,2.91027832,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESD
LFS3,Li-Fraumeni Syndrome 3,Genetic Locus,,3,GC00U936829,2.910174847,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LFS3
EGR2,Early Growth Response 2,Protein Coding,P11161,48,GC10M062811,2.909224749,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGR2
PDE3B,Phosphodiesterase 3B,Protein Coding,Q13370,47,GC11P014643,2.908964157,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE3B
BLOC1S5,Biogenesis Of Lysosomal Organelles Complex 1 Subunit 5,Protein Coding,Q8TDH9,41,GC06M008014,2.907986403,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S5
GPR31,G Protein-Coupled Receptor 31,Protein Coding,O00270,36,GC06M167156,2.905769825,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR31
NETO2,Neuropilin And Tolloid Like 2,Protein Coding,Q8NC67,42,GC16M047077,2.905250788,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NETO2
DNASE1L3,Deoxyribonuclease 1 Like 3,Protein Coding,Q13609,47,GC03M058192,2.903073788,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNASE1L3
EDN2,Endothelin 2,Protein Coding,P20800,44,GC01M041478,2.902560949,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN2
LXN,Latexin,Protein Coding,Q9BS40,41,GC03M158645,2.901790857,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LXN
CHPF,Chondroitin Polymerizing Factor,Protein Coding,Q8IZ52,42,GC02M219538,2.90113163,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHPF
NUP88,Nucleoporin 88,Protein Coding,Q99567,45,GC17M014318,2.900224686,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP88
DSC1,Desmocollin 1,Protein Coding,Q08554,43,GC18M031129,2.899704456,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSC1
VAMP8,Vesicle Associated Membrane Protein 8,Protein Coding,Q9BV40,45,GC02P085561,2.899691582,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP8
TRPM4,Transient Receptor Potential Cation Channel Subfamily M Member 4,Protein Coding,Q8TD43,48,GC19P049157,2.898862362,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM4
MYNN,Myoneurin,Protein Coding,Q9NPC7,41,GC03P169773,2.898543835,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYNN
TELO2,Telomere Maintenance 2,Protein Coding,Q9Y4R8,44,GC16P001493,2.898144007,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TELO2
LONP1,"Lon Peptidase 1, Mitochondrial",Protein Coding,P36776,50,GC19M005691,2.897643328,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LONP1
ERP29,Endoplasmic Reticulum Protein 29,Protein Coding,P30040,41,GC12P112013,2.897262096,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERP29
PSMD9,"Proteasome 26S Subunit, Non-ATPase 9",Protein Coding,O00233,45,GC12P129119,2.893959999,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD9
SOX12,SRY-Box Transcription Factor 12,Protein Coding,O15370,39,GC20P000325,2.89372921,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX12
DHX15,DEAH-Box Helicase 15,Protein Coding,O43143,45,GC04M024519,2.893294811,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX15
SEMA7A,Semaphorin 7A (John Milton Hagen Blood Group),Protein Coding,O75326,47,GC15M074409,2.893097401,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA7A
SEC16A,"SEC16 Homolog A, Endoplasmic Reticulum Export Factor",Protein Coding,O15027,40,GC09M136440,2.893004656,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC16A
CDCA5,Cell Division Cycle Associated 5,Protein Coding,Q96FF9,41,GC11M113505,2.892784595,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA5
MT3,Metallothionein 3,Protein Coding,P25713,43,GC16P056589,2.891710281,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT3
SF3B4,Splicing Factor 3b Subunit 4,Protein Coding,Q15427,48,GC01M149923,2.89122057,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B4
HDAC11,Histone Deacetylase 11,Protein Coding,Q96DB2,48,GC03P018424,2.889734745,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC11
DGKA,Diacylglycerol Kinase Alpha,Protein Coding,P23743,49,GC12P055927,2.888425589,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKA
TOR1AIP1,Torsin 1A Interacting Protein 1,Protein Coding,Q5JTV8,44,GC01P179882,2.888095379,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOR1AIP1
PIF1,PIF1 5'-To-3' DNA Helicase,Protein Coding,Q9H611,40,GC15M064815,2.88796854,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIF1
MIR3175,MicroRNA 3175,RNA Gene,,16,GC15P092904,2.884108782,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3175
PDCD6IP,Programmed Cell Death 6 Interacting Protein,Protein Coding,Q8WUM4,47,GC03P033798,2.883643389,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD6IP
SHC2,SHC Adaptor Protein 2,Protein Coding,P98077,42,GC19M010178,2.883357048,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHC2
NUDT21,Nudix Hydrolase 21,Protein Coding,O43809,40,GC16M056429,2.882903099,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT21
CHCHD3,Coiled-Coil-Helix-Coiled-Coil-Helix Domain Containing 3,Protein Coding,Q9NX63,42,GC07M132784,2.882800102,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHCHD3
CNTLN,Centlein,Protein Coding,Q9NXG0,39,GC09P017124,2.881777048,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTLN
MIR3130-1,MicroRNA 3130-1,RNA Gene,,13,GC02M206783,2.881695271,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3130-1
MEF2D,Myocyte Enhancer Factor 2D,Protein Coding,Q14814,50,GC01M156463,2.881096125,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2D
ANKRD12,Ankyrin Repeat Domain 12,Protein Coding,Q6UB98,38,GC18P009136,2.880442142,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD12
RAB4A,"RAB4A, Member RAS Oncogene Family",Protein Coding,P20338,45,GC01P229271,2.87975049,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB4A
SLC25A1,Solute Carrier Family 25 Member 1,Protein Coding,P53007,50,GC22M019690,2.87913394,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A1
MIR105-2,MicroRNA 105-2,RNA Gene,,16,GC0XM152394,2.878141642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR105-2
EGFL7,EGF Like Domain Multiple 7,Protein Coding,Q9UHF1,44,GC09P136658,2.87667799,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFL7
SPRED2,Sprouty Related EVH1 Domain Containing 2,Protein Coding,Q7Z698,47,GC02M065307,2.876574039,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRED2
CCNT2,Cyclin T2,Protein Coding,O60583,42,GC02P134918,2.87615633,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNT2
KIF23,Kinesin Family Member 23,Protein Coding,Q02241,48,GC15P069414,2.874384403,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF23
TAOK3,TAO Kinase 3,Protein Coding,Q9H2K8,44,GC12M118149,2.8742764,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAOK3
SLC25A4,Solute Carrier Family 25 Member 4,Protein Coding,P12235,53,GC04P185143,2.873532295,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A4
PDSS2,Decaprenyl Diphosphate Synthase Subunit 2,Protein Coding,Q86YH6,46,GC06M107152,2.872447729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDSS2
SAP18,Sin3A Associated Protein 18,Protein Coding,O00422,43,GC13P021140,2.868602753,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAP18
HEYL,Hes Related Family BHLH Transcription Factor With YRPW Motif Like,Protein Coding,Q9NQ87,41,GC01M039623,2.868467808,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEYL
ELP3,Elongator Acetyltransferase Complex Subunit 3,Protein Coding,Q9H9T3,45,GC08P028089,2.868374109,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELP3
PDE1C,Phosphodiesterase 1C,Protein Coding,Q14123,47,GC07M031616,2.86798048,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE1C
PRPF38B,Pre-MRNA Processing Factor 38B,Protein Coding,Q5VTL8,38,GC01P108692,2.867934704,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF38B
ANKRD30BP2,Ankyrin Repeat Domain 30B Pseudogene 2,Pseudogene,,13,GC21P013038,2.866790295,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD30BP2
LINC01587,Long Intergenic Non-Protein Coding RNA 1587,RNA Gene,Q99440,22,GC04P005524,2.866707087,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01587
LINC00943,Long Intergenic Non-Protein Coding RNA 943,RNA Gene,,14,GC12P129223,2.866245747,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00943
MIR4491,MicroRNA 4491,RNA Gene,,14,GC11P111347,2.866000891,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4491
CAPG,"Capping Actin Protein, Gelsolin Like",Protein Coding,P40121,45,GC02M085391,2.865923166,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPG
RPL10L,Ribosomal Protein L10 Like,Protein Coding,Q96L21,40,GC14M046651,2.863670588,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL10L
TTTY15,"Testis Expressed Transcript, Y-Linked 15",RNA Gene,,16,GC0YP012620,2.862417698,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTTY15
PRIM2,DNA Primase Subunit 2,Protein Coding,P49643,46,GC06P112425,2.861499548,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRIM2
PTPRF,Protein Tyrosine Phosphatase Receptor Type F,Protein Coding,P10586,54,GC01P043538,2.861289501,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRF
SDC3,Syndecan 3,Protein Coding,O75056,47,GC01M030869,2.861036301,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC3
FSTL1,Follistatin Like 1,Protein Coding,Q12841,46,GC03M120392,2.860541344,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSTL1
EMP1,Epithelial Membrane Protein 1,Protein Coding,P54849,40,GC12P013196,2.860314131,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMP1
BST2,Bone Marrow Stromal Cell Antigen 2,Protein Coding,Q10589,43,GC19M017403,2.857491493,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BST2
MIR3170,MicroRNA 3170,RNA Gene,,15,GC13P098208,2.855605364,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3170
ITGB2-AS1,ITGB2 Antisense RNA 1,RNA Gene,,16,GC21P044921,2.85479641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB2-AS1
AFF4,ALF Transcription Elongation Factor 4,Protein Coding,Q9UHB7,46,GC05M132875,2.853536129,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF4
DSTN,"Destrin, Actin Depolymerizing Factor",Protein Coding,P60981,41,GC20P017570,2.85335207,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSTN
F11-AS1,F11 Antisense RNA 1,RNA Gene,,16,GC04M186286,2.853338242,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F11-AS1
ACSL5,Acyl-CoA Synthetase Long Chain Family Member 5,Protein Coding,Q9ULC5,47,GC10P112374,2.851692438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL5
ATP6V0A1,ATPase H+ Transporting V0 Subunit A1,Protein Coding,Q93050,47,GC17P042458,2.851056576,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0A1
IRX2-DT,IRX2 Divergent Transcript,RNA Gene,Q86SI9,30,GC05P002751,2.850620985,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRX2-DT
NSDHL,NAD(P) Dependent Steroid Dehydrogenase-Like,Protein Coding,Q15738,49,GC0XP152830,2.850513935,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSDHL
PYM1,"PYM Homolog 1, Exon Junction Complex Associated Factor",Protein Coding,Q9BRP8,36,GC12M055902,2.849005699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYM1
IL1R2,Interleukin 1 Receptor Type 2,Protein Coding,P27930,50,GC02P101991,2.848575592,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1R2
ADAMTS4,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 4,Protein Coding,O75173,47,GC01M161184,2.847630024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS4
MAP3K10,Mitogen-Activated Protein Kinase Kinase Kinase 10,Protein Coding,Q02779,48,GC19P040191,2.846488953,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K10
GLRX,Glutaredoxin,Protein Coding,P35754,47,GC05M095752,2.846306324,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRX
MCF2L,MCF.2 Cell Line Derived Transforming Sequence Like,Protein Coding,O15068,45,GC13P112894,2.845870733,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCF2L
PCSK6,Proprotein Convertase Subtilisin/Kexin Type 6,Protein Coding,P29122,47,GC15M137687,2.844655037,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK6
SMG8,SMG8 Nonsense Mediated MRNA Decay Factor,Protein Coding,Q8ND04,40,GC17P059209,2.844550133,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMG8
CCNK,Cyclin K,Protein Coding,O75909,49,GC14P099483,2.843243599,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNK
EPB41L4B,Erythrocyte Membrane Protein Band 4.1 Like 4B,Protein Coding,Q9H329,41,GC09M109171,2.84264183,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPB41L4B
HEY2,Hes Related Family BHLH Transcription Factor With YRPW Motif 2,Protein Coding,Q9UBP5,43,GC06P125730,2.841521263,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEY2
COL4A4,Collagen Type IV Alpha 4 Chain,Protein Coding,P53420,48,GC02M226973,2.841260433,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A4
ALMS1,ALMS1 Centrosome And Basal Body Associated Protein,Protein Coding,Q8TCU4,45,GC02P073385,2.840837479,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALMS1
BOP1,BOP1 Ribosomal Biogenesis Factor,Protein Coding,Q14137,40,GC08M144262,2.840562105,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOP1
HLA-DQA2,"Major Histocompatibility Complex, Class II, DQ Alpha 2",Protein Coding,P01906,41,GC06P032741,2.838962078,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQA2
WDR3,WD Repeat Domain 3,Protein Coding,Q9UNX4,41,GC01P117929,2.838351727,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR3
NCAPD3,Non-SMC Condensin II Complex Subunit D3,Protein Coding,P42695,45,GC11M134150,2.835813046,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAPD3
MAPKAP1,MAPK Associated Protein 1,Protein Coding,Q9BPZ7,48,GC09M125437,2.835636377,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAP1
DOCK4,Dedicator Of Cytokinesis 4,Protein Coding,Q8N1I0,45,GC07M111726,2.835442305,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK4
VRK2,VRK Serine/Threonine Kinase 2,Protein Coding,Q86Y07,44,GC02P057907,2.834623098,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VRK2
PLEKHA5,Pleckstrin Homology Domain Containing A5,Protein Coding,Q9HAU0,43,GC12P019129,2.833654881,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA5
KAT8,Lysine Acetyltransferase 8,Protein Coding,Q9H7Z6,48,GC16P054231,2.832971096,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT8
ANXA11,Annexin A11,Protein Coding,P50995,47,GC10M080150,2.831970215,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA11
CST1,Cystatin SN,Protein Coding,P01037,40,GC20M023817,2.829150915,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST1
TALDO1,Transaldolase 1,Protein Coding,P37837,51,GC11P004465,2.828989744,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TALDO1
USP5,Ubiquitin Specific Peptidase 5,Protein Coding,P45974,49,GC12P030487,2.828810453,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP5
MAGI1,"Membrane Associated Guanylate Kinase, WW And PDZ Domain Containing 1",Protein Coding,Q96QZ7,45,GC03M065330,2.828787565,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGI1
CFAP410,Cilia And Flagella Associated Protein 410,Protein Coding,O43822,39,GC21M044330,2.828734398,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP410
GOLGA2,Golgin A2,Protein Coding,Q08379,46,GC09M128255,2.828500748,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA2
GDI2,GDP Dissociation Inhibitor 2,Protein Coding,P50395,44,GC10M005765,2.827865601,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDI2
NLRC5,NLR Family CARD Domain Containing 5,Protein Coding,Q86WI3,44,GC16P059608,2.827342987,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRC5
VGLL4,Vestigial Like Family Member 4,Protein Coding,Q14135,40,GC03M011934,2.826922178,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VGLL4
FAM167A-AS1,FAM167A Antisense RNA 1,RNA Gene,Q96KT0,23,GC08P011485,2.826513052,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM167A-AS1
IL37,Interleukin 37,Protein Coding,Q9NZH6,43,GC02P127089,2.826041222,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL37
MNAT1,MNAT1 Component Of CDK Activating Kinase,Protein Coding,P51948,47,GC14P060734,2.825257778,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MNAT1
FOSB,"FosB Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,P53539,47,GC19P045467,2.825130224,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSB
ATP2C1,ATPase Secretory Pathway Ca2+ Transporting 1,Protein Coding,P98194,48,GC03P130850,2.825022221,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2C1
PKMYT1,"Protein Kinase, Membrane Associated Tyrosine/Threonine 1",Protein Coding,Q99640,46,GC16M013431,2.824404478,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKMYT1
MICAL1,"Microtubule Associated Monooxygenase, Calponin And LIM Domain Containing 1",Protein Coding,Q8TDZ2,46,GC06M109444,2.823163509,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICAL1
LRRC7,Leucine Rich Repeat Containing 7,Protein Coding,Q96NW7,42,GC01P069567,2.822047234,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC7
